m_bene,s_bene,genere,regione,provincia,comune,indirizzo,ufficio,distretto,procedura,fascicolo_tipo,categoria,sottocategoria,tipologia,destinatario,fine,utilizzo,decreto_numero,decreto_anno,decreto_data
A-PA-218860,A-PA-22955-S,aziende,Sicilia,Palermo,Palermo,"VIA EUGENIO LEOTTA N. 15,",Tribunale,PALERMO,243/2005,Prevenzione,Società a responsabilità limitata,"Pesca, piscicoltura e servizi connessi",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,7,2001,26/01/2001
A-PA-22055,A-PA-48475-S,aziende,Sicilia,Palermo,Palermo,"VIA P.T.11 N. 12 - PARTANNA MONDELLO,",Tribunale,PALERMO,133/1995,Prevenzione,Società in accomandita semplice,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,16,1993,20/09/1993
A-PA-222557,A-PA-19018-S,aziende,Sicilia,Palermo,Palermo,"VIA MONTE ROSA N. 10,",Tribunale,PALERMO,75/2002,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18389,2015,22/05/2015
A-PA-222565,A-PA-19019-S,aziende,Sicilia,Palermo,Palermo,"PIAZZA UCCIARDONE,",Tribunale,PALERMO,75/2002,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18386,2015,22/05/2015
A-PA-22279,,aziende,Sicilia,Palermo,Palermo,"VIA PATERNO 11/13,",Tribunale,PALERMO,11/1993,,Società in nome collettivo,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,172,2006,09/11/2006
A-PA-22497,A-PA-25455-S,aziende,Sicilia,Palermo,Palermo,"VIA AMMIRAGLIO CAGNI N. 61,",Tribunale,PALERMO,141/1995,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,27,1995,11/12/1995
A-PA-225786,A-PA-25017-S,aziende,Sicilia,Palermo,Altofonte,CONTRADA CASE MANFARA CAP 90030,Tribunale,Palermo,227/2001,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44530,2019,23/10/2019
A-PA-225809,A-PA-25020-S,aziende,Sicilia,Palermo,Altofonte,CONTRADA CASE NANFERA CAP 90030,Tribunale,Palermo,227/2001,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44525,2019,23/10/2019
A-PA-226871,A-PA-47972-S,aziende,Sicilia,Palermo,Palermo,CORTILE LOMBINO 28 CAP 90100,Tribunale,Palermo,141/2006,Prevenzione,Impresa individuale,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,50634,2019,28/11/2019
A-PA-22891,A-PA-40410-S,aziende,Sicilia,Palermo,Palermo,"VIA XII GENNAIO N. 7,",Tribunale,PALERMO,352/1992,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,228,2003,10/11/2003
A-PA-230749,A-PA-49101-S,aziende,Sicilia,Palermo,Palermo,"VIA A.UGO 21/23 CAP 90123,",Tribunale,PALERMO,48/2006,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,394,2009,07/09/2009
A-PA-232524,A-PA-48655-S,aziende,Sicilia,Palermo,Bagheria,VIA CONSOLARE 130 CAP 90011,Procura della Repubblica,Palermo,3779/2003,Penale,Consorzio,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,12451,2012,26/06/2012
A-PA-23478,A-PA-24062-S,aziende,Sicilia,Palermo,Palermo,"VIA AMMIRAGLIO CAGNI N. 61,",Tribunale,PALERMO,162/1999,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,89,1999,07/08/1999
A-PA-23494,,aziende,Sicilia,Palermo,Palermo,"VIA E. AMARI 8,",Tribunale,PALERMO,14/1985,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,2,1997,14/01/1997
A-PA-23513,,aziende,Sicilia,Palermo,Palermo,"VIA BARONE DELLA SCALA 2,",Tribunale,PALERMO,43/1984,,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,3,1983,06/12/1983
A-PA-239056,A-PA-18618-S,aziende,Sicilia,Palermo,Villabate,PIAZZA FIGURELLA S.N.C.,Tribunale,Palermo,28/2007,Prevenzione,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,50745,2019,28/11/2019
A-PA-239229,A-PA-9450-S,aziende,Sicilia,Palermo,Palermo,"VIA RE MARTINO 8/C 90134,",Tribunale,PALERMO,262/2002,Prevenzione,Società in nome collettivo,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,45827,2015,02/12/2015
A-PA-244462,A-PA-49681-S,aziende,Sicilia,Palermo,Lercara Friddi,"C.DA MENDOLAZZA SS N. 189 KM 9+600,",Tribunale,PALERMO,27/2007,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,336,2004,21/12/2004
A-PA-244585,A-PA-23409-S,aziende,Sicilia,Palermo,Palermo,"VIA XII GENNAIO 7,",Procura della Repubblica,TRAPANI,850/2005,Penale,Società a responsabilità limitata,Estrazione di minerali,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,306,2010,01/07/2010
A-PA-244870,A-PA-48404-S,aziende,Sicilia,Palermo,Palermo,"VIA DI MARCO N. 45,",Tribunale,PALERMO,154/2002,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,86,2006,07/06/2006
A-PA-244960,A-PA-48938-S,aziende,Sicilia,Palermo,Palermo,VIA A. RUDINI' N. 5,Tribunale,Palermo,171/2001,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,1358,2020,14/01/2020
A-PA-247690,A-PA-4545-S,aziende,Sicilia,Palermo,Palermo,VIA ORETO 472,Tribunale,Palermo,139/2006,Prevenzione,Impresa individuale,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44627,2019,23/10/2019
A-PA-25254,A-PA-30481-S,aziende,Sicilia,Palermo,Palermo,"VIA HOUEL N. 5 - CAP 90138,",Tribunale,PALERMO,239/1984,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,437,2007,21/12/2007
A-PA-256029,A-PA-31356-S,aziende,Sicilia,Palermo,Palermo,"VIA LIBERTà N.78,",Procura della Repubblica,PALERMO,12021/2004,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,108,2009,03/04/2009
A-PA-256135,A-PA-31369-S,aziende,Sicilia,Palermo,Palermo,"VIA LIBERTÀ 78,",Procura della Repubblica,PALERMO,12021/2004,Penale,Società a responsabilità limitata,Attività finanziarie,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,367,2007,20/11/2007
A-PA-258201,,aziende,Sicilia,Palermo,Partinico,"VIA S. ANNUZZA. 5,",Tribunale,PALERMO,134/2002,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44846,2016,26/01/2016
A-PA-259555,A-PA-21093-S,aziende,Sicilia,Palermo,Palermo,"VIA RAFFAELE GIOVANNI N. 7,",Tribunale,PALERMO,128/2002,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,81,2007,07/03/2007
A-PA-259880,A-PA-25750-S,aziende,Sicilia,Palermo,Bagheria,"VIA RUGGERO SETTIMO 27,",Procura della Repubblica,PALERMO,94/1990,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,164,2007,15/06/2007
A-PA-259960,A-PA-31546-S,aziende,Sicilia,Palermo,Carini,"VIA DON MILANI 25,",Tribunale,PALERMO,209/2005,Prevenzione,Società per azioni,"Produzione e distribuzione di energia elettrica, gas e acqua",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,118,2007,18/04/2007
A-PA-259963,A-PA-31547-S,aziende,Sicilia,Palermo,Carini,"VIA DON MILANI 25,",Tribunale,PALERMO,209/2005,Prevenzione,Società a responsabilità limitata,"Produzione e distribuzione di energia elettrica, gas e acqua",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,125,2006,17/08/2006
A-PA-262702,A-PA-18218-S,aziende,Sicilia,Palermo,Carini,"VIA BULOTTA N. 52,",Tribunale,PALERMO,287/2008,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47503,2015,14/12/2015
A-PA-262869,A-PA-20101-S,aziende,Sicilia,Palermo,Palermo,VIA GUSTAVO ROCCELLA 273/B,Tribunale,Palermo,32/2008,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48219,2019,13/11/2019
A-PA-262872,A-PA-20102-S,aziende,Sicilia,Palermo,Palermo,"VIA SCILLATO, 87",Tribunale,Palermo,32/2008,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,49128,2019,19/11/2019
A-PA-267296,A-PA-24323-S,aziende,Sicilia,Palermo,Partinico,"VIA F. CRISPI 110,",Tribunale,TRAPANI,87/2008,Prevenzione,Società a responsabilità limitata,Attività finanziarie,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,399,2008,04/09/2008
A-PA-270961,A-PA-18038-S,aziende,Sicilia,Palermo,Terrasini,VIA PARTINICO N. 1,Tribunale,Palermo,210/2008,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,27765,2013,13/11/2013
A-PA-271426,,aziende,Sicilia,Palermo,Palermo,"VIA AURISPA N. 117,",Tribunale,PALERMO,26/2009,,Impresa individuale,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,26702,2016,15/06/2016
A-PA-27147,A-PA-40887-S,aziende,Sicilia,Palermo,Palermo,"VIA FONDO CHIUSA GRANDE N. 28,",Tribunale,PALERMO,287/1993,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,3,1993,21/01/1993
A-PA-273042,A-PA-18510-S,aziende,Sicilia,Palermo,Cerda,"VIA PENSATO 33,",Tribunale,PALERMO,117/2005,Prevenzione,Impresa individuale,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18341,2015,20/05/2015
A-PA-273046,A-PA-18511-S,aziende,Sicilia,Palermo,Palermo,"VIA BONOMO 16,",Tribunale,PALERMO,117/2005,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18342,2015,20/05/2015
A-PA-273108,A-PA-41715-S,aziende,Sicilia,Palermo,Altofonte,"VIA VIVALDI 1,",Tribunale,PALERMO,60/2003,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18338,2015,20/05/2015
A-PA-273379,A-PA-22065-S,aziende,Sicilia,Palermo,Termini Imerese,"AGGLOMERATO INDUSTRIALE,",Tribunale,PALERMO,7/1999,Prevenzione,Società a responsabilità limitata,Attività manifatturiere,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,11741,2013,24/05/2013
A-PA-273415,A-PA-40640-S,aziende,Sicilia,Palermo,Palermo,"VIALE CAMPANIA N. 44,",Tribunale,PALERMO,175/2009,Prevenzione,Società in accomandita semplice,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,26779,2016,15/06/2016
A-PA-273537,A-PA-39000-S,aziende,Sicilia,Palermo,Villabate,"VIA G. CESARE N. 1/Z,",Procura della Repubblica,PALERMO,15568/2006,Penale,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,19511,2016,04/05/2016
A-PA-273843,A-PA-36-S,aziende,Sicilia,Palermo,Palermo,VIA GUSTAVO ROCCELLA 273/B,Tribunale,Palermo,31/2008,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48097,2019,13/11/2019
A-PA-274950,A-PA-3570-S,aziende,Sicilia,Palermo,Belmonte Mezzagno,"C.DA CASALE,",Tribunale,PALERMO,168/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44747,2015,26/11/2015
A-PA-276942,A-PA-5204-S,aziende,Sicilia,Palermo,Partinico,VIA CLAUDIO MONTEVERDE 58,Tribunale,Palermo,2/2003,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,50746,2019,28/11/2019
A-PA-278197,A-PA-3551-S,aziende,Sicilia,Palermo,Termini Imerese,C.DA CANNE MASCHE 42,Tribunale,Palermo,30/2003,Prevenzione,Impresa individuale,Attività manifatturiere,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44621,2019,23/10/2019
A-PA-27894,,aziende,Sicilia,Palermo,Palermo,"VIA CAMPOLO N. 114 CAP 90135,",Tribunale,PALERMO,26/1994,,Società a responsabilità limitata,Attività finanziarie,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,101,1998,10/12/1998
A-PA-27897,,aziende,Sicilia,Palermo,Palermo,"VIA CAMPOLO N. 114,",Tribunale,PALERMO,26/1994,,Società in nome collettivo,Attività finanziarie,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,10,1994,19/04/1994
A-PA-27943,,aziende,Sicilia,Palermo,Palermo,"VIA SERRADIFALCO N. 250,",Tribunale,PALERMO,26/1994,,Società in accomandita semplice,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,89,1998,09/11/1998
A-PA-28260,A-PA-39465-S,aziende,Sicilia,Palermo,Palermo,"VIA DEI PICCIOTTI N. 11,",Tribunale,PALERMO,8/1983,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,17,2008,15/01/2008
A-PA-28260,A-PA-39465-S,aziende,Sicilia,Palermo,Palermo,"VIA DEI PICCIOTTI N. 11,",Tribunale,PALERMO,8/1983,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,17,2008,15/01/2008
A-PA-283234,A-PA-44096-S,aziende,Sicilia,Palermo,Palermo,VIA ROCCAZZO N. 16,Tribunale,Palermo,206/2004,Prevenzione,Società in accomandita semplice,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,37153,2018,21/08/2018
A-PA-28485,A-PA-40027-S,aziende,Sicilia,Palermo,Cinisi,"VIA BADALAMENTI N. 60 - 90045,",Tribunale,PALERMO,26/1984,Penale,Società per azioni,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,10,1990,14/12/1990
A-PA-285591,A-PA-25033-S,aziende,Sicilia,Palermo,Cinisi,C.DA CIPOLLAZZO,Tribunale,Palermo,112/2007,Prevenzione,Società in nome collettivo,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44532,2019,23/10/2019
A-PA-28609,A-PA-44068-S,aziende,Sicilia,Palermo,Palermo,"VIA E. GIAFAR 106,",Tribunale,PALERMO,37/1984,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,445,2007,27/12/2007
A-PA-287014,A-PA-18135-S,aziende,Sicilia,Palermo,Ventimiglia di Sicilia,",",Tribunale,PALERMO,178/2007,Prevenzione,Impresa individuale,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44832,2015,26/11/2015
A-PA-29202,,aziende,Sicilia,Palermo,Terrasini,"CORSO VITTORIO EMANUELE, 264,",Tribunale,PALERMO,32/1985,,Società in nome collettivo,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,2,1988,17/05/1988
A-PA-293422,A-PA-9525-S,aziende,Sicilia,Palermo,Palermo,"VIA PAPA SERGIO I N. 103 BIS,",Tribunale,PALERMO,22/2001,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47520,2015,14/12/2015
A-PA-293817,A-PA-9549-S,aziende,Sicilia,Palermo,Palermo,"VIA PAPA SERGIO I N. 89/A,",Tribunale,PALERMO,22/2001,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,26733,2016,15/06/2016
A-PA-293887,A-PA-9555-S,aziende,Sicilia,Palermo,Palermo,"VIA VERGINE MARIA N. 1/V,",Tribunale,PALERMO,22/2001,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47513,2015,14/12/2015
A-PA-293905,A-PA-9557-S,aziende,Sicilia,Palermo,Palermo,"VIA PAPA SERGIO I N. 91,",Tribunale,PALERMO,22/2001,Prevenzione,Società per azioni,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,45835,2015,02/12/2015
A-PA-293942,A-PA-9948-S,aziende,Sicilia,Palermo,Trabia,"C.DA MADONNA,",Tribunale,PALERMO,31/2003,Prevenzione,Impresa individuale,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,46160,2015,03/12/2015
A-PA-29396,A-PA-43535-S,aziende,Sicilia,Palermo,Palermo,"VIALE REGIONE SICILIANA 292,",Tribunale,PALERMO,43/1993,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,421,2007,12/12/2007
A-PA-294002,A-PA-58776-S,aziende,Sicilia,Palermo,Palermo,VIA CESARE AIROLDI N. 43,Tribunale,Palermo,22/2001,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,26726,2016,15/06/2016
A-PA-294053,A-PA-18165-S,aziende,Sicilia,Palermo,Palermo,"VIA A. VOLTA N. 44,",Tribunale,PALERMO,83/2005,Prevenzione,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18257,2015,19/05/2015
A-PA-294343,A-PA-58826-S,aziende,Sicilia,Palermo,Palermo,VIA MAQUEDA 337,Tribunale,Palermo,22/2001,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47573,2015,14/12/2015
A-PA-294386,,aziende,Sicilia,Palermo,Palermo,"VIA TOMMASO NATALE N. 87/O,",Corte d'Appello,PALERMO,318/2008,Prevenzione,Impresa individuale,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18339,2015,20/05/2015
A-PA-29492,A-PA-39777-S,aziende,Sicilia,Palermo,Termini Imerese,"VIA ROMA N. 1,",Tribunale,PALERMO,45/1994,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,441,2007,21/12/2007
A-PA-296654,A-PA-18496-S,aziende,Sicilia,Palermo,Palermo,"VIALE REGIONE SICILIANA, 411",Tribunale,PALERMO,75/2006,,Società a responsabilità limitata,Alberghi e ristoranti,Affitto,Altro,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,5915,2015,20/02/2015
A-PA-296817,A-PA-23512-S,aziende,Sicilia,Palermo,Alia,"VIA LUIGI MARTINO , 85",Tribunale,PALERMO,34/2003,Prevenzione,Società in nome collettivo,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44842,2015,26/11/2015
A-PA-298305,A-PA-1047-S,aziende,Sicilia,Palermo,Palermo,VIA NUNZIO NASI N. 14/16,Tribunale,Palermo,171/2014,Prevenzione,Impresa individuale,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,30048,2020,24/07/2020
A-PA-29885,,aziende,Sicilia,Palermo,Palermo,"VIA VILLAGRAZIA 455/D,",Tribunale,PALERMO,7/1988,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,12,1995,26/05/1995
A-PA-299565,A-PA-56526-S,aziende,Sicilia,Palermo,Palermo,PIAZZA NOCE N. 6/7,Tribunale,Palermo,218/2014,Prevenzione,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,50780,2019,28/11/2019
A-PA-300339,A-PA-80931-S,aziende,Sicilia,Palermo,Palermo,"VIA LIBERTA', 4",Tribunale,Palermo,41/2012,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48103,2019,13/11/2019
A-PA-300573,A-PA-51-S,aziende,Sicilia,Palermo,Borgetto,VIA SANT'AGOSTINO N. 48,Tribunale,Palermo,23/2012,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44538,2019,23/10/2019
A-PA-300582,A-PA-2546-S,aziende,Sicilia,Palermo,Borgetto,VIA F. RUSSO N. 9,Tribunale,Palermo,24/2012,Prevenzione,Impresa individuale,Attività manifatturiere,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44540,2019,23/10/2019
A-PA-301558,A-PA-3702-S,aziende,Sicilia,Palermo,Palermo,Via Tasca Lanza 166,Tribunale,Palermo,242/2012,Prevenzione,Impresa individuale,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44673,2019,23/10/2019
A-PA-301560,A-PA-2030-S,aziende,Sicilia,Palermo,Palermo,VIA MADONNA DEL SOCCORSO N. 23,Tribunale,Palermo,237/2012,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44674,2019,23/10/2019
A-PA-302546,A-PA-2339-S,aziende,Sicilia,Palermo,Palermo,via Lincoln n° 86/A,Tribunale,Palermo,194/2013,Prevenzione,Società in nome collettivo,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,50783,2019,28/11/2019
A-PA-303416,A-PA-7732-S,aziende,Sicilia,Palermo,Palermo,VIA ROCKY MARCIANO N. 23,Tribunale,Palermo,248/2013,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48221,2019,13/11/2019
A-PA-303417,A-PA-7733-S,aziende,Sicilia,Palermo,Palermo,VIA ROCKY MARCIANO N.23,Tribunale,Palermo,248/2013,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48222,2019,13/11/2019
A-PA-30362,A-PA-29551-S,aziende,Sicilia,Palermo,Palermo,"VIA SAN FILIPPO N. 36,",Tribunale,PALERMO,81/1994,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,62,1997,28/11/1997
A-PA-303903,A-PA-42570-S,aziende,Sicilia,Palermo,Altofonte,"altofonte, VIA FONTANA ROSSA N. 3",Tribunale,Palermo,50/2014,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44675,2019,23/10/2019
A-PA-30404,A-PA-66493-S,aziende,Sicilia,Palermo,Palermo,VIA MESSINA MARINE N. 91,Tribunale,Palermo,81/1994,Prevenzione,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,30596,2013,03/12/2013
